,actual,author,birthdate,date,doc_id,enumcron,final_genre,firstpub,gender,genretags,imprint,locnum,nationality,oclc,predicted,recordid,subjects,title,zscore
310,1971,"Corman, Avery,",1935,1971,20942,,non_genre,1971,m,chifantasy | teamblack,New York S,,us,,1961.685736,,Fantasy;Fa,Oh: God!,-0.666214576
113,1950,"Lewis, C. S.",1898,1950,11099,,non_genre,1950,m,chifantasy | teamblack,London G. ,,uk,,1940.626007,,Fantasy;Fa,The lion: the witch and t,-0.670152916
616,1843,"James, G. P. R.",1799,1843,njp.32101007059791,v.1,non_genre,1843,m,teamblack | random,London;Sau,,uk,2841712,1833.611355,2104490,Robin Hood,Forest days;,-0.671119046
275,1966,"Asimov, Isaac,",1920,1966,20673,,scifi,1966,m,teamred | chiscifi | stew,Boston Hou,,us,,1956.602622,,Movie nove,Fantastic voyage,-0.67169484
728,1876,"Gr̩ville, Henry,",1842,1878,nyp.33433075818611,,non_genre,1876,f,teamred | random,Philadelph,,fr,37713510,1866.527779,8677648,Translatio,Marrying off a daughter,-0.676629808
816,1895,"Corelli, Marie,",1855,1896,uc1.b4104774,,gothic,1895,f,teamred | pbgothic,Philadelph,PZ3.C812Sor,uk,1724064,1885.525471,286078,,The sorrows of Satan;,-0.676781965
306,1970,"L'Amour, Louis,",1908,1970,20899,,non_genre,1970,m,chirandom | teamred,New York B,,us,,1960.516091,,Land settl,Galloway,-0.677400454
924,1886,"Corelli, Marie,",1855,1886,uiuo.ark+=13960=t7cr65585,v.2,scifi,1886,f,teamred | femscifi | locscifi,London;Ric,,uk,12076816,1876.35223,8722974,Science fi,A romance of two worlds,-0.688205046
566,1785,"Genlis, St̩phanie F̩licit̩",1746,1785,mdp.39015024230610,v.4,non_genre,1785,f,teamred | random,London;Pri,,fr,5236729,1775.325721,1796037,,Tales of the castle;,-0.689952932
590,1907,"Murfree, Mary Noailles,",1850,1907,mdp.39015063941135,,non_genre,1907,f,teamred | random,New York;D,PZ3.M943Wi,us,1108662,1897.323103,322679,,The windfall;,-0.690125554
424,1987,"Hiaasen, Carl,",1953,1987,22692,,crime,1987,m,chirandom | teamred | chimyst,New York P,,us,,1977.264549,,Florida;Ph,Double whammy,-0.693986473
349,1977,"Donaldson, Stephen R,",1947,1977,21417,,scifi,1977,m,chirandom | chifantasy | teamblack | chiscifi | stew,New York H,,us,,1967.111965,,Space and ,The power that preserves,-0.704047458
858,1909,"Orczy, Emmuska Orczy,",1865,1909,uc2.ark+=13960=t4qj79t1j,,crime,1909,f,teamred | det100 | stew,New York;D,,uk,5338172,1899.099795,7668984,,The man in the corner,-0.704849922
308,1970,"Spillane, Mickey,",1918,1970,20922,,crime,1970,m,hardboiled | teamblack | chimyst | stew,New York E,,us,,1960.037742,,"Hammer, Mi",Survival Zero,-0.708941478
160,1937,"Linklater, Eric,",1899,1937,11535,,non_genre,1937,m,chirandom | teamred,London J. ,,uk,,1926.894953,,English fi,Juan in China,-0.718356622
931,1883,"Oliphant, Laurence,",1829,1883,uiuo.ark+=13960=t9474zg09,v.1,non_genre,1883,m,teamred | random,Edinburgh;,,uk,21828368,1872.842017,8718045,823OL29A,Altiora Peto,-0.721847062
183,1947,"Hartley, L. P.",1895,1947,11829,,non_genre,1947,m,chirandom | teamblack,London: Pu,,uk,,1936.840203,,Domestic f,Eustace and Hilda,-0.721966704
734,1910,"Roe, Clifford Griffith,",1875,1910,nyp.33433075968796,,non_genre,1910,m,teamred | random,New York;F,HQ281.R6,us,259161,1899.762248,8679134,Chicago;Pr,Panders and their white s,-0.727106841
101,1923,"Wells, H. G.",1866,1923,11018,,scifi,1923,m,teamred | chiscifi | stew,New York M,,uk,,1912.682473,,Science fi,Men like gods,-0.732367001
694,1840,"Ainsworth, William Harris",1805,1858,nyp.33433074919402,,gothic,1840,m,teamred | pbgothic | stew,London;New,,uk,36143063,1829.676009,8663847,Lady;Engli,The Tower of London,-0.732793172
427,1987,"McCaffrey, Anne,",1926,1987,22732,,non_genre,1987,f,chirandom | teamred,New York B,,us,,1976.662858,,Ireland;Fa,The lady,-0.733660344
398,1983,"Foster, Alan Dean,",1946,1983,22073,,scifi,1983,m,chirandom | teamred | chiscifi | stew,New York Y,,us,,1972.653717,,Science fi,For love of mother-not,-0.734263051
8,1935,"Burroughs, Edgar Rice,",1875,1935,10117,,non_genre,1935,m,chifantasy | teamblack,Calif. Tar,,us,,1924.652205,,Fantasy fi,Tarzan and the leopard me,-0.734362739
105,1932,"Morgan, Charles,",1894,1932,11044,,non_genre,1932,m,chirandom | teamred,New York A,,uk,,1921.617201,,Engelse fi,The fountain,-0.736670847
363,1978,"Lustbader, Eric,",1946,1978,21552,,scifi,1978,m,teamred | chiscifi,Garden Cit,,us,,1967.588889,,Science fi,Shallows of night,-0.738537655
440,1989,"Cook, Robin,",1940,1989,23059,,multi,1989,m,teamred | chihorror | chiscifi | stew,New York P,,us,,1978.496726,,Science fi,Mutation,-0.744614619
315,1971,"Thomas, Ross,",1926,1971,20996,,crime,1971,m,teamblack | chimyst,New York M,,us,,1960.489974,,United Sta,The fools in town are on ,-0.745059819
861,1875,"Walraven, E. G.",1811,1875,uc2.ark+=13960=t53f4sg3b,,non_genre,1875,m,teamred | random,New York;N,,fr,8501533,1864.473921,7693557,,"The two orphans, or, The ",-0.746118319
839,1918,"Hewlett, Maurice,",1861,1918,uc2.ark+=13960=t2h70dm6b,,non_genre,1918,m,teamred | random,London;Con,,uk,6564594,1907.413445,483166,Norse;Fict,Gudrid the Fair,-0.750105954
127,1927,"Mirrlees, Hope,",1887,1927,11203,,non_genre,1927,f,chifantasy | teamblack,New York A,,uk,,1916.303158,,Fantasy fi,Lud-in-the-Mist,-0.757377961
62,1944,"Burroughs, Edgar Rice,",1875,1944,10736,,scifi,1944,m,teamred | chifantasy | chiscifi," Tarzana, ",,us,,1933.231311,,Science fi,Land of terror,-0.762115389
431,1987,"Spencer, LaVyrle,",1943,1987,22783,,non_genre,1987,f,chirandom | teamred,New York Y,,us,,1976.197358,,Large type,The gamble,-0.764354115
634,1871,"Le Fanu, Joseph Sheridan,",1814,1871,njp.32101067344661,,crime,1871,m,teamred | det100,Philadelph,,uk,37262147,1860.148682,8668910,Irish fict,Checkmate,-0.76756369
778,1866,"Gaboriau, Emile,",1832,1905,uc1.32106006960592,,crime,1866,m,teamred | det100,New York;S,,fr,9618288,1855.1361,7103227,,The widow Lerouge,-0.768393304
391,1982,"Andrews, V. C.  (Virginia",,1982,21920,,gothic,1982,f,teamblack | chihorror | stew,New York P,,us,,1971.128702,,Horror fic,My sweet Audrina,-0.768881121
574,1878,"Green, Anna Katharine,",1846,1906,mdp.39015035566440,,crime,1878,f,teamred | det100,New York;A,,us,8367751,1867.084172,404338,,The Leavenworth case,-0.771817295
30,1931,"Leinster, Murray,",1896,1931,10355,,scifi,1931,m,teamblack | chiscifi,New York B,,us,,1920.065387,,Science fi,Murder madness,-0.773055935
185,1948,"Mitchell, Gladys,",1901,1948,11860,,crime,1948,f,teamblack | chimyst,London M. ,,uk,,1937.04649,,Mystery an,The Dancing Druids,-0.774301977
860,1916,"Winterburn, Florence Hull",1858,1916,uc2.ark+=13960=t53f4nk4h,,non_genre,1916,f,teamred | random,New York;L,PZ7.W765L,us,12359858,1905.045852,7677039,,Liberty hall,-0.774344
414,1986,"Foster, Alan Dean,",1946,1986,22498,,multi,1986,m,teamred | chihorror | chiscifi | stew,New York Y,,us,,1974.947116,,Masai (Afr,Into the out of,-0.780854383
170,1940,"Shute, Nevil,",1899,1940,11664,,non_genre,1940,m,chirandom | teamblack,New York: ,,uk,,1928.830817,,"World War,",Landfall,-0.788522851
232,1957,"Moore, C. L.",1911,1957,20293,,scifi,1957,f,teamred | chiscifi,Garden Cit,,us,,1945.796371,,Science fi,Doomsday morning,-0.790794133
73,1946,"Stout, Rex,",1886,1946,10828,,crime,1946,m,teamred | det100 | chimyst,New York V,,us,,1934.771208,,New York (,The silent speaker,-0.7924533
378,1980,"Andrews, V. C.  (Virginia",,1980,21686,,gothic,1980,f,teamred | chihorror,New York S,,us,,1968.714785,,Mothers an,Petals on the wind,-0.796173716
473,1921,"Traprock, Walter E.",1877,1921,4625,,non_genre,1921,m,chirandom | teamred,New York; ,,us,,1909.687954,,Oceania,The cruise of the Kawa : ,-0.79794287
131,1929,"Berkeley, Anthony,",1893,1929,11252,,crime,1929,m,teamblack | chimyst,Garden Cit,,uk,,1917.665216,,Mystery fi,The poisoned chocolates c,-0.799442129
422,1987,"Friedman, Kinky,",1944,1987,22678,,crime,1987,m,chirandom | teamred | chimyst,New York B,,us,,1975.569203,,Humorous f,A case of Lone Star,-0.805772942
655,1888,AnonymousGhost,,1888,nnc1.0113307762,v.3,gothic,1888,,teamred | locghost,New York;W,,,43496979,1876.543514,8394195,Ghost stor,Weird tid-bits,-0.807466835
47,1938,"Burroughs, Edgar Rice,",1875,1938,10542,,scifi,1938,m,teamred | chiscifi,New York; ,,us,,1926.522527,,Science fi,The lad and the lion,-0.808850653
351,1977,"Leiber, Fritz,",1910,1977,21443,,scifi,1977,m,teamred | chifantasy | chiscifi,New York B,,us,,1965.512573,,Science fi,Our lady of darkness,-0.809506983
926,1806,"Frances, Sophia L.",,1806,uiuo.ark+=13960=t86h4xr9x,v.1,gothic,1806,f,teamblack | stangothic | stew,"London;Printed at the Minerva Press, for Lane, Newman;1806.",,,77319848,1794.465895,8724127,,"Vivonio, or, The hour of retribution",-0.812584842
755,1919,"Atherton, Gertrude Frankl",1857,1919,nyp.33433082251855,,non_genre,1919,f,teamred | random,New York;D,PZ3.A869Tr,us,909937,1907.4619,386065,,Transplanted;,-0.812848207
316,1972,"Highsmith, Patricia,",1921,1972,21028,,crime,1972,f,chirandom | teamred | crime,New York A,,us,,1960.429782,,,A dog's ransom,-0.81496599
120,1924,"Freeman, R. Austin,",1862,1924,11123,,crime,1924,m,teamblack | chimyst,New York; ,,uk,,1912.357203,,Mystery an,The red thumb mark,-0.819751655
238,1959,"Heinlein, Robert A.",1907,1959,20374,,scifi,1959,m,teamblack | chiscifi | stew,New York P,,us,,1947.356471,,Juvenile w,Starship troopers,-0.819799933
587,1882,"Oliphant,",1828,1883,mdp.39015063559390,,gothic,1882,f,teamred | pbgothic | stew,London;Mac,,uk,9086569,1870.344464,321854,,A little pilgrim in the u,-0.820591624
59,1943,"Cain, James M.",1892,1943,10700,,crime,1943,m,hardboiled | chimyst | teamred,New York; ,,us,,1931.342953,,California,Double indemnity,-0.820691289
405,1984,"MacLeod, Charlotte,",1922,1984,22221,,crime,1984,f,teamred | chimyst,Garden Cit,,us,,1972.321434,,Boston (Ma,The Convivial Codfish,-0.822110187
448,1989,"Powers, Tim,",1952,1989,23165,,scifi,1989,m,teamred | chifantasy | chiscifi,New York A,,us,,1977.300332,,Science fi,The stress of her regard,-0.823501556
601,1913,"Emerson, Alice B.",1869,1913,mdp.39015083943665,,crime,1913,f,teamblack | locdetmyst | juvenile | drop,New York;C,PZ7.E58RB,,3251839,1901.266829,9452081,Detective ,Ruth Fielding at Briarwoo,-0.825710671
417,1987,"Anthony, Piers,",1934,1987,22609,,non_genre,1987,m,chifantasy | teamblack,New York B,,us,,1975.24898,,Music;Musi,Being a green mother,-0.826887601
399,1983,"MacLeod, Charlotte,",1922,1983,22097,,crime,1983,f,chirandom | teamred | chimyst | stew,Garden Cit,,us,,1971.046899,,"Shandy, Pe",Something the cat dragged,-0.840212289
372,1979,"Dickson, Gordon R,",1923,1979,21611,,scifi,1979,m,teamblack | chiscifi | stew,Garden Cit,,us,,1967.005358,,Science fi,Masters of Everon,-0.842951353
464,1920,"Martin, Helen Reimensnyder,",1868,1920,4463,,non_genre,1920,f,chirandom | teamred,"Garden City; New York Doubleday, Page & Co. 1920",,us,,1907.9948,27,,The schoolmaster of Hessville,-0.843647516
879,1807,"Grant, Anne MacVicar,",1755,1807,uc2.ark+=13960=t82j6cs08,v.1,non_genre,1807,f,teamblack | random,London;Lon,DA880.H6G6,uk,1113056,1794.889287,5777344,,Letters from the mountain,-0.850604765
520,1840,"Ainsworth, William Harris",1805,1898,dul1.ark+=13960=t9n30pf1s,,crime,1840,m,newgate | teamblack,London;G. ,,uk,11360969,1827.863024,10943726,1702-1724;,Jack Sheppard ;,-0.85233651
263,1964,"Kim, Richard E.",1932,1964,20592,,non_genre,1964,m,chirandom | teamred,New York G,,us,,1951.852621,,Korean War,The martyred,-0.853022461
441,1989,"Crais, Robert,",1953,1989,23062,,crime,1989,m,teamred | chimyst,New York B,,us,,1976.840124,,Los Angele,Stalking the angel,-0.853846419
259,1963,"Vonnegut, Kurt,",1922,1963,20563,,scifi,1963,m,teamblack | chiscifi,New York H,,us,,1950.783499,,Humorous f,Cat's Cradle,-0.857580174
748,1892,"Bierce, Ambrose,",1842,1892,nyp.33433079897819,,non_genre,1892,m,teamblack | random,Chicago;F.,P23R479M,us,3173179,1879.726572,1027062,1866-;De C,The monk and the hangman',-0.861333742
416,1986,"Kerr, Katharine,",1944,1986,22530,,non_genre,1986,f,teamred | chifantasy,Garden Cit,,us,,1973.723615,,Deverry (I,Daggerspell,-0.861528768
235,1958,"Updike, John,",1932,1958,20352,,non_genre,1958,m,chirandom | teamblack, Greenwich,,us,,1945.69071,,Old age in,The poorhouse fair,-0.863698372
811,1913,"Ford, Ford Madox,",1873,1913,uc1.b4095602,,non_genre,1913,m,teamblack | random,London;How,PR6011.O53M53,uk,3635323,1900.656785,390158,,Mr. Fleight,-0.865935355
831,1888,"Haggard, H. Rider",1856,1888,uc2.ark+=13960=t1gh9jr4d,,crime,1888,m,teamred | det100,London;Spe,,uk,3789691,1875.648742,245281,,Mr. Meeson's will,-0.866465688
602,1922,"Emerson, Alice B.",1869,1922,mdp.39015085351131,,crime,1922,f,teamred | locdetmyst | juvenile | drop,New York;C,,,237143141,1909.524599,7429484,Juvenile f,Ruth Fielding on the St. ,-0.874651323
781,1898,"Shiel, M. P.",1865,1898,uc1.b244810,,scifi,1898,m,teamblack | anatscifi,London;Gra,,uk,599666,1885.474448,6499036,,The yellow danger,-0.877958123
132,1929,"Christie, Agatha,",1890,1929,11255,,crime,1929,f,teamred | chimyst | cozy,New York D,,uk,,1916.465287,,England;Po,The Seven dials mystery,-0.878562167
474,1922,"Burroughs, Edgar Rice,",1875,1922,4655,,scifi,1922,m,teamblack | chiscifi | stew,New York G,,us,,1909.458259,,Science fi,The chessmen of Mars,-0.879025593
96,1950,"Fast, Howard,",1914,1950,10986,,non_genre,1950,m,chirandom | teamblack,Boston Lit,,us,,1937.456753,,United Sta,The proud and the free,-0.879124895
286,1967,"Ellin, Stanley,",1916,1967,20734,,crime,1967,m,teamblack | chimyst,New York R,,us,,1954.40261,,Tutors and,House of cards,-0.882694901
257,1963,"Caldwell, Taylor,",1900,1963,20533,,non_genre,1963,f,chirandom | teamblack,Garden Cit,,us,,1950.372887,,British Is,Grandmother and the pries,-0.884654798
690,1799,"Robinson, Mary Darby,",1758,1799,nyp.33433074911771,v. 4,non_genre,1799,f,teamred | random,London;Pri,,uk,7021200,1786.3161,8663613,English fi,The false friend,-0.888399191
770,1881,"Pinkerton, Allan,",1819,1909,uc1.$b813836,,crime,1881,m,teamred | locdetective | stew,New York;D,,us,,1868.253912,9946682,Detectives,The rail-road forger and ,-0.892499648
401,1983,"Meade, Marion,",1934,1983,22107,,non_genre,1983,f,chirandom | teamblack,New York Morrow 1983,,us,,1970.208833,324,,Sybille,-0.895472056
878,1904,"Orcutt, William Dana,",1870,1904,uc2.ark+=13960=t7tm74c51,,non_genre,1904,m,teamred | random,London;Hei,,us,23533090,1891.177235,1427113,sieur de;L,Robert Cavelier,-0.897555521
393,1982,"Hubbard, L. Ron,",1911,1982,21967,,scifi,1982,m,chirandom | teamred | chiscifi,New York S,,us,,1969.175303,,Science fi,Battlefield earth,-0.897682908
486,1959,"Jackson, Shirley,",1916,1959,JacksonHillHouse1959,,gothic,1959,f,teamblack | pbgothic | stew,,,us,,1946.143801,,,The Haunting of Hill House,-0.899760094
292,1968,"Chappell, Fred,",1936,1968,20772,,gothic,1968,m,teamred | chihorror,New York H,,us,,1955.071217,,North Caro,Dagon,-0.90454609
468,1921,"Burroughs, Edgar Rice,",1875,1921,4528,,scifi,1921,m,teamblack | chiscifi,New York G,,us,,1908.048684,,Science fi,The mucker,-0.906031832
330,1974,"Harrison, Harry,",1925,1974,21179,,crime,1974,m,teamblack | chimyst,Garden Cit,,us,,1961.014183,,Mystery fi,Queen Victoria's revenge,-0.908306725
81,1947,"Taine, John,",1883,1947,10874,,scifi,1947,,teamred | chiscifi,Pa. Fantas,,us,,1934.002592,,Science fi,The forbidden garden,-0.909070994
447,1989,"McMurtry, Larry,",1936,1989,23139,,non_genre,1989,m,chirandom | teamblack,New York S,,us,,1975.893094,,Thalia (Te,Some can whistle,-0.916291053
507,1906,"Ford, Douglas Morey.",1851,1906,dul1.ark+=13960=t1qf9cr59,,scifi,1906,m,teamblack | locscifi | stew,London;Gre,,uk,11452074,1892.715786,10943345,Home & Col,A time of terror,-0.927982217
833,1919,"James, M. R.",1862,1919,uc2.ark+=13960=t1pg1k81k,,gothic,1919,m,teamred | pbgothic,New York;L,PZ3.J2355Th,uk,7557147,1905.654556,7661701,,A thin ghost and others,-0.932019598
433,1987,"Williams, Walter Jon,",1953,1987,22803,,scifi,1987,m,chirandom | teamblack | chiscifi,New York; ,,us,,1973.564259,,Science fi,Voice of the whirlwind,-0.937973512
795,1827,"Ward, R. Plumer",1765,1827,uc1.b3290572,v. 4,non_genre,1827,m,teamblack | random,London;H. ,,uk,16887275,1813.547549,6128720,,De Vere,-0.939075338
339,1976,"L'Amour, Louis,",1908,1976,21335,,non_genre,1976,m,chirandom | teamblack,New York S,,us,,1962.543005,,Fugitives ,To the Far Blue Mountains,-0.93937495
745,1922,"Wells, Carolyn,",1862,1922,nyp.33433076073893,,crime,1922,f,teamred | det100,New York;G,PS3545.E563V3 1922,us,9245716,1908.531606,8660082,,The vanishing of Betty Va,-0.940126584
675,1888,"Goodman, E. J.",1836,1888,nyp.33433074864889,,non_genre,1888,m,teamred | supernatural | random,Leipzig;B.,,uk,486451,1874.395421,8665316,English fi,Too curious,-0.949106203
810,1916,"Biggers, Earl Derr,",1884,1916,uc1.b3728033,,crime,1916,m,det100 | teamblack | stew,Indianapol,PZ3.B482APS3503.I54,us,1222065,1902.331804,6704620,Police;Hon,The agony column,-0.953300928
681,1796,"Lewis, M. G.",1775,1796,nyp.33433074874300,v. 1,gothic,1796,m,teamblack | pbgothic,London;J. ,,uk,6566039,1782.310829,8665865,,The monk,-0.95468399
429,1987,"Parker, Robert B.",1932,1987,22748,,crime,1987,m,teamblack | chimyst,New York D,,us,,1973.287029,,Spenser (F,Pale kings and princes,-0.956253273
384,1981,"May, Julian,",1931,1981,21864,,scifi,1981,f,teamred | chiscifi | stew,Boston Hou,,us,,1967.157739,,Science fi,The many-colored land,-0.964778336
166,1938,"Wright, S. Fowler,",1874,1938,11591,,scifi,1938,m,chirandom | chiutopia | teamblack | chiscifi | stew,London H. ,,uk,,1924.049878,,Science fi,The adventure of Wyndham ,-0.97189042
343,1976,"Platt, Kin,",1911,1976,21356,,crime,1976,m,teamblack | chimyst,New York R,,us,,1961.880726,,Mystery fi,The body beautiful murder,-0.983043832
331,1974,"Le Guin, Ursula K.",1929,1974,21187,,scifi,1974,f,chiutopia | chiscifi | teamred,New York  ,,us,,1959.649943,,Extraterre,The Dispossessed,-0.998261023
318,1972,"Millhauser, Steven,",1943,1972,21043,,non_genre,1972,m,chirandom | teamred,New York Alfred A. Knopf 1972,,us,,1957.578049,501,Boys;Authors;Historical fiction,Edwin Mullhouse,-1.003001529
234,1958,"Taylor, Robert Lewis,",1912,1958,20350,,non_genre,1958,m,chirandom | teamred,Garden Cit,,us,,1943.398544,,Travelers,The travels of Jaimie McP,-1.014837576
302,1969,"Stout, Rex,",1886,1969,20855,,crime,1969,m,teamred | chimyst,New York V,,us,,1954.335532,,New York (,Death of a dude,-1.018992444
224,1955,"Stout, Rex,",1886,1955,20205,,crime,1955,m,teamred | chimyst,New York V,,us,,1940.288959,,New York (,Before midnight,-1.022063331
867,1796,"Burney, Fanny,",1752,1796,uc2.ark+=13960=t5t728t8q,v.3,non_genre,1796,f,teamblack | random,London;T. ,PR3316.A4C3 1796,uk,994380,1781.176526,7685802,,"Camilla: or, A picture of",-1.029476816
454,1957,"Hoyle, Fred,",1915,1957,23487,,scifi,1957,m,teamblack | chiscifi,New York H,,uk,,1942.023046,,Science fi,The black cloud,-1.039596883
902,1823,"Sullivan, Mary Ann.",,1823,uiuo.ark+=13960=t1ng5958h,v.2,gothic,1823,f,teamred | stangothic,London;A.K. Newman and Co.;1823.,,uk,82688894,1808.003217,8722137,823SU55O1823,"Owen Castle, or, Which is the heroine?",-1.0409044
837,1922,"French, Joseph Lewis,",,1922,uc2.ark+=13960=t23b5ww6x,v.2,multi,1922,m,teamblack | locdetmyst | locghost,Garden Cit,PZ1.F885Ma,,39486112,1906.912041,7647543,Ghost stor,Masterpieces of mystery,-1.046916272
457,1965,"Allingham, Margery,",1904,1965,23516,,crime,1965,f,teamblack | chimyst | stew,New York M,,uk,,1949.911998,,England;En,The mind readers,-1.046919126
746,1916,"Wells, Carolyn,",1862,1916,nyp.33433076076144,,crime,1916,f,teamred | det100,New York;G,PZ3.W463Br,us,19933920,1900.828686,323903,,The bride of a moment,-1.052412474
332,1974,"Platt, Kin,",1911,1974,21211,,crime,1974,m,teamred | chimyst | stew,New York R,,us,,1958.828205,,California,The giant kill,-1.052444156
397,1983,"Coldsmith, Don,",1926,1983,22054,,non_genre,1983,m,chirandom | teamblack,Garden Cit,,us,,1967.794718,,Indians of,Follow the wind,-1.054652227
741,1910,"Palmer, Frederick,",1873,1914,nyp.33433076060080,,non_genre,1910,m,teamblack | random,New York;M,PZ3.P182Bi,us,175242,1894.776867,449342,,The big fellow,-1.055829302
944,1897,"Hardy, Thomas,",1840,1897,uva.x000459624,,non_genre,1897,m,teamblack | random,New York;H,PZ3.H222We3,uk,213515229,1881.653571,9775587,,The well-beloved;,-1.063959097
154,1935,"Heyer, Georgette,",1902,1935,11462,,non_genre,1935,f,chirandom | teamblack,London; To,,uk,,1919.630009,,Large type,Regency buck,-1.065512715
395,1982,"Montalbano, William D,",1941,1982,21999,,crime,1982,m,teamblack | chimyst | stew,New York A,,us,,1966.567972,,Drug traff,Trap line,-1.069603266
177,1943,"Marsh, Ngaio,",1895,1943,11730,,crime,1943,f,chirandom | teamred | chimyst,Boston Lit,,nz,,1927.511858,,"Alleyn, Ro",Colour scheme,-1.073303219
172,1941,"Heyer, Georgette,",1902,1941,11681,,non_genre,1941,f,chirandom | teamred,London Hei,,uk,,1925.415099,,Large type,Faro's daughter,-1.079683251
136,1930,"Manning, Frederic,",1882,1930,11298,,non_genre,1930,m,chirandom | teamblack,London P. ,,au,,1914.353922,,"World War,",Her privates: we,-1.083717086
74,1946,"Taine, John,",1883,1946,10829,,scifi,1946,,teamred | chiscifi | stew,Buffalo; P,,us,,1930.329596,,Science fi,The time stream,-1.085321118
484,1934,"Dinesen, Isak,",1885,1934,DinesenGothicTales1934,,gothic,1934,f,teamblack | pbgothic | stew,,,da,,1918.328052,,,Seven Gothic Tales,-1.085422902
543,1921,"Sackville-West, V.",1892,1922,mdp.39015002753815,,non_genre,1921,f,teamred | random,New York;G,PR6037.A35D7,uk,6139167,1905.289838,1377718,,The dragon in shallow wat,-1.087942647
425,1987,"King, Stephen,",1947,1987,22708,,gothic,1987,m,teamred | pbgothic | chihorror,New York; ,,us,,1971.184257,,Fans (Pers,Misery,-1.094904381
588,1816,"Burney, Sarah Harriet,",1772,1820,mdp.39015063759552,v.3,non_genre,1816,f,teamred | random,London;Pri,,uk,2567940,1800.161275,284012,,Tales of fancy,-1.096419758
419,1987,"Braun, Lilian Jackson,",1913,1987,22628,,crime,1987,f,teamred | chimyst,New York J,,us,,1970.886431,,"Qwilleran,",The cat who played Brahms,-1.114542214
455,1962,"Huxley, Aldous,",1894,1962,23507,,scifi,1962,m,chiutopia | chiscifi | teamred,New York H,,uk,,1945.841733,,Utopias;Oc,Island,-1.11748943
108,1942,"Knight, Eric,",1897,1942,11073,,non_genre,1942,m,chirandom | teamblack,New York; ,,uk,,1925.634082,,,Sam Small flies again (Th,-1.131181405
906,1802,"Melville, Theodore.",,1802,uiuo.ark+=13960=t2988vx2b,v.2,gothic,1802,m,teamblack | stangothic,London;Crosby and Letterman;1802.,,uk,52810973,1785.290651,8724257,,"The white knight, or, The monastery of Morne",-1.15382631
559,1919,"Cabell, James Branch,",1879,1923,mdp.39015013429249,,gothic,1919,m,teamred | pbgothic,New York;R,,us,23922457,1902.139657,622799,,Jurgen,-1.163782461
307,1970,"Silverberg, Robert,",1935,1970,20919,,scifi,1970,m,teamblack | chiscifi,Garden Cit,,us,,1953.10055,,Science fi,Downward to the earth,-1.166361055
887,1894,"Theuriet, Andr̩,",1833,1894,uc2.ark+=13960=t9668pw05,,non_genre,1894,m,teamblack | random,New York;B,,fr,4203049,1876.898625,1801987,,The Abb̩ Daniel,-1.179675402
792,1913,"Abbott, Eleanor Hallowell",1872,1913,uc1.b3123600,,non_genre,1913,f,teamblack | random,New York;T,PZ3.A1324Wh,us,1019595,1895.830149,242309,,The white linen nurse,-1.184190548
679,1859,"Hamel, Felix John.",,1859,nyp.33433074870266,,crime,1859,m,teamblack | locdetmyst,London;Sim,,uk,6263120,1841.800011,7660911,Criminals;,"Harry Roughton, or, Remin",-1.186177769
409,1985,"Dick, Philip K,",1928,1985,22332,,non_genre,1985,m,chirandom | teamblack,Chicago; I,,us,,1967.74262,,Nineteen f,Puttering about in a smal,-1.189961982
877,1918,"Webster, F. A. M.",1886,1918,uc2.ark+=13960=t7pn9035n,,non_genre,1918,m,teamred | random,London;McB,,uk,5954676,1900.709329,7676569,Ulster cyc,The hound of Cullan,-1.192157107
335,1975,"Stasheff, Christopher,",1944,1975,21288,,non_genre,1975,m,chirandom | chifantasy | teamblack,New York G,,us,,1957.695114,,Gallowglas,The warlock in spite of h,-1.193094378
188,1949,"Wentworth, Patricia,",1878,1949,11896,,non_genre,1949,f,chirandom | teamred,Philadelph,,uk,,1931.661489,,"Silver, Ma",The Catherine-wheel,-1.195311524
269,1965,"Nabokov, Vladimir Vladimi",1899,1965,20649,,non_genre,1965,m,chirandom | teamred,New York P,,us,,1947.561478,,Russians -,The eye,-1.201905997
402,1983,"Spellman, Cathy Cash,",1941,1983,22133,,non_genre,1983,f,chirandom | teamred,New York D,,us,,1965.479249,,Irish Amer,So many partings,-1.207327928
365,1978,"Peters, Elizabeth,",1927,1978,21565,,crime,1978,f,teamred | chimyst,New York D,,us,,1960.439883,,"Bliss, Vic",Street of the five moons,-1.209923648
450,1989,"Somtow, S. P,",1952,1989,23200,,gothic,1989,m,teamblack | chihorror | stew,New York T,,us,,1971.359991,,Dakota Ind,Moon dance,-1.215191487
327,1973,"Spencer, Scott,",1945,1973,21142,,non_genre,1973,m,chirandom | teamblack,Boston Hou,,us,,1955.280635,,,Last night at the brain t,-1.220423976
934,1809,"Frances, Sophia L.",,1809,uiuo.ark+=13960=t9f481w8n,v.1,gothic,1809,f,teamred | stangothic,London;H. Colburn;1809.,,uk,22350460,1791.220508,8718092,,"Angelo Guicciardini, or, The bandit of the Alps",-1.224388593
709,1802,"Cullen, Margaret.",,1802,nyp.33433074954979,v. 4,non_genre,1802,f,teamred | random,London;J. Mawman;1802.,,uk,13320564,1783.953905,8690927,English fiction,Home,-1.241967693
